account_name,account_number,bank_name,currency,location,bic,iban,account_status,account_type,closing_ledger_balance,closing_ledger_brought_forward_from,closing_available_balance,closing_available_brought_forward_from,current_ledger_balance,current_ledger_as_at,current_available_balance,current_available_as_at,bank_reference,narrative,customer_reference,TRN_type,value_date,credit_amount,debit_amount,balance,time,post_date
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,256018.94,2026-02-04,256018.94,2026-02-04,256018.94,2026-02-05 21:31:16,256018.94,2026-02-05 21:31:16,BNK-0202C828AA2B,GL-CF667F835EA0 Invoice settlement POLARITY_REVERSAL,CUST-D6D821FA,RECEIPT,2026-02-28,0.00,2450.89,256018.94,21:31:16,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,239746.81,2026-02-04,239746.81,2026-02-04,239746.81,2026-02-05 21:58:54,239746.81,2026-02-05 21:58:54,BNK-7747E16EDD70,GL-F025571FB0D2 Vendor payout,CUST-D6F5F9FC,CHARGEBACK,2026-02-28,0.00,16272.13,239746.81,21:58:54,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,238170.37,2026-02-04,238170.37,2026-02-04,238170.37,2026-02-05 22:35:28,238170.37,2026-02-05 22:35:28,BNK-B7AAFDB393F0,GL-EE63FFAA5F31 UPI transfer BANK,CUST-714D92F1,TRANSFER,2026-02-28,0.00,1576.44,238170.37,22:35:28,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,241944.09,2026-02-04,241944.09,2026-02-04,241944.09,2026-02-05 23:24:59,241944.09,2026-02-05 23:24:59,BNK-DFE090C28793,GL-FA88C82A81F7 NEFT transfer,,CHARGEBACK,2026-02-28,3773.72,0.00,241944.09,23:24:59,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,258240.79,2026-02-05,258240.79,2026-02-05,258240.79,2026-02-06 00:00:02,258240.79,2026-02-06 00:00:02,BNK-C85B0AA57A79,GL-CF2817D2A48E UPI transfer,,RECEIPT,2026-02-28,16296.70,0.00,258240.79,00:00:02,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,246606.70,2026-02-05,246606.70,2026-02-05,246606.70,2026-02-06 00:59:26,246606.70,2026-02-06 00:59:26,BNK-B36F5D663DA9,GL-94ADD6507016 NEFT transfer,,CHARGEBACK,2026-02-28,0.00,11634.09,246606.70,00:59:26,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,259236.93,2026-02-05,259236.93,2026-02-05,259236.93,2026-02-06 01:39:43,259236.93,2026-02-06 01:39:43,BNK-9B819DC08FB2,GL-A32AACFAF1E8 Invoice settlement BANK,CUST-CBD8691C,CHARGEBACK,2026-02-28,12630.23,0.00,259236.93,01:39:43,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,272080.48,2026-02-05,272080.48,2026-02-05,272080.48,2026-02-06 02:03:45,272080.48,2026-02-06 02:03:45,BNK-952A6B6B4DDD,GL-A2F6E5730911 Vendor payout BANK,CUST-39EC47E2,CHARGEBACK,2026-02-28,12843.55,0.00,272080.48,02:03:45,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,286953.81,2026-02-05,286953.81,2026-02-05,286953.81,2026-02-06 02:20:49,286953.81,2026-02-06 02:20:49,BNK-2873B438125F,GL-497B18986540 Customer collection BANK DATE_POSTING_ERROR,,PAYMENT,2026-02-28,14873.33,0.00,286953.81,02:20:49,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,305472.84,2026-02-05,305472.84,2026-02-05,305472.84,2026-02-06 02:40:45,305472.84,2026-02-06 02:40:45,BNK-8451A518B15D,GL-2B0964B48DED Vendor payout BANK,CUST-F7197F85,RECEIPT,2026-02-28,18519.03,0.00,305472.84,02:40:45,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,277957.76,2026-02-05,277957.76,2026-02-05,277957.76,2026-02-06 03:23:20,277957.76,2026-02-06 03:23:20,BNK-DC662581DDE4,GL-61100381A71B NEFT transfer BANK,,TRANSFER,2026-02-28,0.00,27515.08,277957.76,03:23:20,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,266619.59,2026-02-05,266619.59,2026-02-05,266619.59,2026-02-06 04:15:19,266619.59,2026-02-06 04:15:19,BNK-95F34F8F542F,GL-012255574749 Vendor payout,,PAYMENT,2026-02-28,0.00,11338.17,266619.59,04:15:19,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,271209.55,2026-02-05,271209.55,2026-02-05,271209.55,2026-02-06 04:31:23,271209.55,2026-02-06 04:31:23,BNK-403AD452ABF1,GL-739987EC7CD1 Vendor payout BANK,CUST-AA9EEB36,PAYMENT,2026-02-28,4589.96,0.00,271209.55,04:31:23,2026-02-28
